cluster
1
1
1
11
1
61
1
1
21
95
100
80
10
50
100
20
100
10
100
100
10
10
85
10
41
50
5
1
100
41
1
95
10
1
1
1
1
1
11
100
100
5
1
1
91
10
10
63
100
1
100
10
100
1
100
1
100
100
97
1
1
1
1
100
100
10
1
45
10
100
1
10
1
62
63
95
1
1
100
100
5
40
100
98
1
41
100
10
4
10
1
1
21
1
99
1
40
1
2
100
40
100
21
1
100
1
1
100
1
63
1
1
100
100
100
95
5
64
1
40
50
100
15
1
97
100
95
11
100
1
1
61
1
1
1
1
1
1
10
29
10
1
100
98
10
1
41
1
1
100
5
100
1
19
100
41
1
1
10
100
100
10
21
100
100
1
100
100
100
100
1
10
100
100
100
10
41
70
95
100
1
5
91
1
100
1
100
1
1
41
100
1
5
1
2
2
61
1
5
10
100
100
1
1
1
100
100
100
100
1
11
10
100
97
100
1
10
100
100
91
2
41
100
100
1
1
1
100
100
100
75
61
1
41
90
1
1
100
61
1
1
100
4
4
4
64
100
100
1
100
1
91
41
41
41
1
100
99
100
1
91
61
100
95
19
100
10
100
100
87
1
100
100
61
100
100
100
10
100
100
1
1
61
1
100
100
65
95
91
5
5
1
1
41
100
100
100
41
91
1
100
1
1
91
1
100
50
40
100
100
91
4
97
100
100
100
1
97
100
100
100
61
91
100
100
97
91
100
35
41
1
91
91
88
100
1
91
1
88
1
41
100
97
67
100
41
100
100
100
1
91
1
100
100
65
64
100
1
91
9
100
10
91
91
91
1
1
85
100
100
1
100
50
100
100
91
5
39
100
100
100
100
1
91
10
1
1
100
91
91
1
1
100
61
100
1
91
85
65
91
84
100
100
61
39
100
100
41
91
1
1
61
1
100
41
100
100
100
100
1
2
10
91
100
100
100
1
41
61
45
100
100
61
100
100
100
91
61
61
5
64
100
100
11
100
100
40
100
100
100
1
1
41
1
100
100
100
1
1
64
95
10
1
10
10
100
100
100
100
10
61
100
100
41
10
21
100
100
100
100
100
68
5
70
100
100
100
91
1
100
10
100
100
91
62
10
100
100
41
100
1
97
1
4
1
61
5
100
1
41
100
100
10
100
100
100
100
100
61
91
100
91
100
100
100
100
100
39
100
100
100
41
91
10
10
1
10
100
100
100
100
10
100
1
10
61
100
99
100
10
64
5
61
5
100
100
10
1
1
100
61
50
100
100
100
100
91
1
9
10
10
100
100
10
61
98
100
61
100
100
1
100
10
1
100
100
100
10
41
100
100
10
1
10
10
10
61
10
100
100
80
10
10
100
100
10
41
100
100
1
5
1
61
78
100
100
100
10
100
1
100
100
10
1
1
10
100
100
100
100
10
100
100
100
10
100
100
100
100
97
1
41
61
61
91
10
2
100
91
61
100
91
1
100
100
91
91
91
1
100
100
10
100
100
100
91
1
88
100
100
91
100
100
100
100
100
10
11
100
100
100
10
100
91
41
10
1
100
100
91
1
100
41
1
100
10
15
100
91
100
61
1
100
100
100
61
91
91
1
100
100
91
97
100
41
100
100
100
100
91
1
1
2
100
100
61
41
1
100
1
40
100
100
1
100
100
100
100
100
91
91
100
62
61
1
1
100
10
41
91
100
91
100
100
1
71
1
91
91
39
100
100
100
61
1
