cluster
96
30
30
27
96
24
96
96
30
40
39
5
21
22
39
22
39
22
39
39
21
21
29
21
17
22
17
30
39
17
30
29
22
30
96
12
17
12
27
39
5
16
30
30
32
34
21
27
39
30
28
7
39
30
39
30
28
39
15
96
96
96
30
39
39
22
30
22
34
38
30
22
30
27
29
29
30
89
39
39
34
22
39
38
12
30
39
21
17
22
30
12
30
30
10
30
22
30
37
39
22
39
27
96
39
30
30
28
30
29
30
30
28
28
39
29
20
7
30
22
22
38
17
12
19
39
15
27
38
96
30
27
30
17
30
30
96
30
21
7
22
30
39
10
22
52
27
96
30
39
24
28
30
34
39
30
30
30
8
28
39
21
17
28
9
30
38
11
28
39
30
8
39
28
28
24
27
38
29
39
30
24
32
17
39
96
39
96
52
27
39
30
23
30
37
37
32
96
24
8
28
39
30
30
30
28
39
39
38
37
17
21
28
15
39
30
24
28
39
32
37
27
39
39
30
30
30
28
28
5
29
23
30
27
19
30
30
39
23
30
12
39
36
17
17
23
39
39
30
39
30
32
23
23
23
30
13
10
28
30
24
27
28
29
7
5
21
11
28
5
30
39
39
23
39
39
39
7
28
39
30
12
23
30
10
39
29
29
32
24
24
30
96
23
39
28
39
27
32
37
39
30
30
32
30
28
38
22
28
28
6
17
15
39
39
39
30
15
28
28
39
24
6
39
39
15
32
11
27
23
30
32
32
19
39
30
6
12
19
30
27
11
15
19
28
23
11
39
39
30
23
96
28
39
29
29
39
12
24
34
28
8
32
32
32
30
30
19
39
39
96
11
34
28
11
32
8
7
39
39
39
39
17
6
21
30
96
28
32
32
12
12
11
23
39
30
6
19
29
32
36
39
28
23
7
28
39
27
6
46
17
23
12
28
27
39
39
39
5
12
20
16
32
5
28
28
30
27
23
36
39
39
23
28
39
39
32
23
24
24
7
39
11
17
11
39
38
39
11
11
30
30
23
30
28
39
11
12
96
23
29
24
30
8
24
28
11
39
39
8
23
39
39
30
8
17
28
39
39
28
28
19
24
5
39
28
39
24
30
28
8
39
11
32
27
8
28
11
30
39
30
15
30
17
17
23
24
11
52
30
28
39
8
39
13
39
39
28
23
24
9
25
39
28
28
28
39
34
28
11
39
23
25
7
8
12
24
39
28
28
28
21
39
30
8
23
28
11
39
7
17
24
23
8
28
28
21
30
12
28
23
38
11
28
39
39
32
12
24
8
21
39
28
24
27
13
39
23
39
28
96
28
24
12
28
11
39
24
27
28
39
7
30
8
24
24
23
21
11
39
5
21
21
28
39
8
23
11
28
30
24
17
23
19
28
28
39
21
28
12
28
39
16
30
47
21
39
39
28
28
8
39
11
39
21
28
11
39
28
5
24
27
23
23
6
20
37
39
6
23
28
24
30
11
39
32
6
32
30
15
39
24
39
28
28
32
96
19
28
39
24
28
